
Age,Gender,Income,Region,PreferredCategory,PurchaseFrequency,AnnualSpending,Tenure,LastPurchaseDays,LoyaltyScore,CLV
61,Male,125.4257656064613,Suburban,Sports,5,500.2816269859174,6,9.992617035711492,39.067291508446395,1172.6788894667206
55,Female,53.77350638265548,Rural,Health,1,36.69268336623384,2,106.32522871119399,14.0674063598914,10.323417746952785
51,Female,61.94607455237243,Urban,Electronics,6,439.2184592483974,7,10.577558639742746,60.90622061511162,1872.5795464048613
56,Male,26.28764707150976,Rural,Home,1,28.635646392457613,4,53.32596129040967,28.310894395023876,32.428030438004555
53,Female,46.79977488779294,Urban,Fashion,2,106.39076277871837,2,33.74962139088095,30.653886295053216,65.22580690125626
70,Female,26.941154545473573,Rural,Electronics,1,23.68516738131452,6,50.62894999081875,30.459437035562733,43.28621187167483
65,Female,99.44444804427383,Rural,Fashion,6,609.4075232992559,9,14.625853132385217,65.66424898922091,3601.465861124411
59,Female,55.7069777548274,Suburban,Sports,1,47.70241406754806,9,23.76898976887957,41.49336237225243,178.14001976424032
68,Female,53.07579020126144,Rural,Beauty,3,125.06451167070944,8,2.2805333309281886,50.50741212069173,505.3347866100466
60,Female,22.96841268164083,Suburban,Home,2,62.4784457884504,3,22.2269390284679,32.8604389047565,61.59207452086546
54,Female,29.584472136856526,Urban,Books,1,29.263828268456592,3,69.0420753381192,25.61098134515685,22.484260796139466
69,Female,22.476398129844988,Urban,Home,1,24.31472118226207,2,8.230431881605902,22.4095016178064,10.897615673408268
63,Female,33.80027981844801,Suburban,Sports,1,39.227961312375996,5,59.63631833965397,29.591214764701096,58.0401513987952
53,Female,30.412198764672517,Urban,Home,1,30.1740655520164,4,96.82250774608777,22.932814867478918,27.679050364142608
58,Female,78.13672750802604,Suburban,Books,3,238.57139893068447,7,6.73357424144075,51.45581654024644,859.3120294589072
54,Male,56.907909229501364,Rural,Health,3,119.37173038663178,4,25.24201722803681,34.59925310034119,165.20690850691048
51,Female,26.239217972047083,Urban,Fashion,2,39.09288687792653,9,7.472138864771086,55.05800866459772,193.71388540041158
